222,2,10
222,7,1
222,9,1
222,5,2
223,2,11
223,7,3
223,9,1
223,5,1
224,2,10
224,7,3
224,9,1
224,5,2
225,2,12
225,7,1
225,5,2
225,9,1
226,2,12
226,5,2
226,7,1
226,9,1
226,0,1
227,2,10
227,5,2
227,7,1
228,2,9
228,7,2
228,9,1
228,5,1
229,2,10
229,7,1
229,9,1
229,5,2
229,0,1
230,2,9
230,5,2
230,7,1
230,9,1
230,0,1
231,2,9
231,7,2
231,5,2
231,0,1
231,9,1
232,2,6
232,7,1
232,5,2
232,9,1
232,0,1
233,2,8
233,5,2
233,7,1
233,9,1
233,0,1
234,2,6
234,7,2
234,5,2
234,9,1
235,2,7
235,7,2
235,0,1
236,7,2
236,2,9
236,9,1
236,0,1
236,5,1
237,7,3
237,2,8
237,9,1
237,0,1
238,7,3
238,2,10
238,9,1
239,7,3
239,2,9
239,9,1
239,0,1
240,7,3
240,2,10
240,9,1
240,0,1
241,2,8
241,7,4
241,9,1
241,5,1
241,0,1
242,2,8
242,7,3
242,5,1
243,2,11
243,7,3
243,9,1
243,5,1
244,2,7
244,7,2
244,5,2
244,9,1
245,2,9
245,5,2
245,7,2
245,9,1
246,5,2
246,2,11
246,7,1
247,5,4
247,2,11
247,7,1
248,5,4
248,2,10
248,7,1
249,2,8
249,7,3
249,5,3
250,2,9
250,7,3
250,5,4
251,5,3
251,2,7
251,7,2
252,5,3
252,2,7
252,7,2
253,5,3
253,2,8
253,7,1
254,5,3
254,2,12
254,7,1
255,5,2
255,2,7
255,7,2
255,0,1
256,5,2
256,2,7
256,7,3
257,2,9
257,7,3
257,5,1
258,2,8
258,5,2
258,7,3
259,5,3
259,2,6
259,7,2
260,7,2
260,2,8
260,5,1
260,9,1
261,5,2
261,2,5
261,7,2
262,2,6
262,5,3
262,7,1
262,9,1
263,2,4
263,7,4
263,5,1
263,9,1
264,2,6
264,5,1
264,7,2
264,9,1
265,2,6
265,5,1
265,7,1
266,2,8
266,5,1
266,7,1
267,2,6
267,7,1
267,5,1
267,9,1
268,2,6
268,7,1
268,5,1
269,2,7
269,7,2
270,2,7
270,7,1
270,5,1
271,2,6
271,7,1
271,5,1
272,2,7
272,7,3
273,2,5
273,7,2
273,5,1
274,5,1
274,2,4
274,7,2
275,5,1
275,2,7
275,7,3
275,9,1
276,2,6
276,7,3
277,2,6
277,7,4
277,5,1
278,2,6
278,7,2
278,5,1
279,2,7
279,7,2
279,5,2
280,2,7
280,7,2
280,5,1
281,5,2
281,2,9
281,7,1
282,2,9
282,7,2
282,5,1
283,2,7
283,7,1
284,2,8
284,7,1
285,2,7
285,7,1
286,2,7
286,7,1
287,2,6
287,7,1
288,2,6
288,7,1
289,2,8
289,5,1
289,7,2
290,2,7
290,7,2
290,5,2
291,2,7
291,5,1
291,7,1
292,2,4
292,7,1
292,5,1
293,2,6
293,5,2
293,7,1
294,2,10
294,5,1
295,2,6
295,5,3
295,7,2
296,2,10
296,5,2
296,7,1
297,2,8
297,7,1
297,5,2
298,2,9
298,7,1
298,5,2
299,2,9
299,5,1
299,7,1
300,2,8
300,7,1
300,5,1
301,2,8
301,7,2
301,5,1
302,2,10
302,7,2
303,2,9
303,5,1
303,7,2
303,0,1
304,2,9
304,5,2
304,7,1
305,2,10
305,5,1
305,7,1
306,2,12
306,7,1
306,5,2
307,2,10
307,5,2
307,7,1
308,2,9
308,5,2
308,7,1
309,5,2
309,2,13
309,7,1
310,5,2
310,2,10
310,7,1
311,5,2
311,2,12
311,7,1
312,5,2
312,2,11
312,7,1
313,5,2
313,2,9
313,7,1
314,5,2
314,2,6
314,7,1
315,5,3
315,2,7
315,7,1
316,5,3
316,2,8
316,7,1
317,2,7
317,7,1
317,5,1
318,5,1
318,2,5
318,7,1
319,5,1
319,2,4
319,7,1
320,2,4
320,5,2
320,7,1
321,5,2
321,2,10
322,5,2
322,7,1
322,2,3
323,5,2
323,7,2
323,2,3
324,5,1
324,7,2
324,2,4
325,5,1
325,2,4
325,7,1
326,5,1
326,7,1
326,2,5
327,5,1
327,2,10
327,9,1
328,2,9
328,7,1
329,2,8
329,7,1
330,5,1
330,2,11
331,5,1
331,2,8
332,5,1
332,2,9
333,5,1
333,2,4
334,2,8
334,5,2
334,9,1
335,2,8
335,7,1
336,2,8
336,5,1
336,9,1
337,5,1
337,2,6
338,2,3
338,5,1
339,5,1
339,2,9
340,5,2
340,2,3
341,5,4
341,2,3
342,5,2
342,2,3
343,5,3
343,2,4
344,2,5
344,5,3
345,5,2
345,2,5
346,5,2
346,2,7
347,2,6
347,5,1
348,2,9
349,2,9
349,5,1
350,2,10
351,2,9
352,2,13
353,2,8
354,2,7
355,2,7
356,2,6
357,2,9
358,2,8
359,2,11
359,5,2
360,2,6
361,2,6
362,2,7
363,2,10
364,2,9
365,2,7
366,2,7
367,2,7
368,2,6
368,9,1
369,2,6
370,2,7
371,2,5
372,2,4
372,7,1
373,2,8
374,5,2
374,2,7
375,5,2
375,2,7
376,2,3
376,5,1
377,2,10
378,2,8
379,5,3
379,2,3
380,2,4
380,5,1
381,2,2
382,2,5
382,5,1
383,2,6
383,7,1
384,2,5
385,2,6
385,5,1
386,2,7
386,5,1
387,2,8
387,7,1
387,0,1
388,2,10
389,2,6
389,5,1
390,5,1
390,2,4
391,2,6
391,5,1
392,2,5
392,5,1
392,9,1
393,2,5
393,5,1
394,2,8
394,5,1
395,2,7
395,5,1
396,2,9
396,5,1
397,2,11
397,5,1
397,7,1
398,2,9
398,5,2
399,2,9
399,5,1
400,2,6
400,9,1
401,2,8
402,2,10
402,7,1
403,2,7
403,5,1
404,2,8
404,0,1
405,2,7
405,5,1
405,0,1
406,2,11
406,7,1
406,0,1
407,2,10
407,7,1
407,5,1
407,0,1
408,2,9
408,7,1
408,5,1
408,0,1
409,2,10
409,5,1
409,7,1
410,2,9
410,5,1
410,7,1
411,2,9
411,5,2
411,7,1
412,2,7
412,5,3
412,7,1
413,2,13
413,5,1
413,7,1
414,5,2
414,2,14
415,2,13
415,5,1
416,5,2
416,2,12
417,5,3
417,2,10
418,2,16
418,5,2
419,5,3
419,2,11
420,2,10
420,5,2
421,2,8
421,5,2
421,0,1
421,7,1
422,2,10
422,5,3
422,7,1
423,5,2
423,2,6
424,2,8
424,5,2
425,2,8
425,5,2
425,0,1
426,2,11
426,5,3
426,7,1
426,0,1
427,5,3
427,2,9
427,7,1
427,0,1
428,5,4
428,2,10
428,7,1
429,5,3
429,2,12
430,5,2
430,2,11
430,7,1
431,2,12
431,5,4
431,7,1
432,2,11
432,5,3
432,7,1
432,9,1
433,2,12
433,5,2
433,7,1
433,9,1
434,2,11
434,5,3
434,7,1
434,9,1
435,2,9
435,5,3
435,7,1
435,9,1
436,5,3
436,2,9
436,7,2
436,9,1
437,5,4
437,2,9
437,7,2
437,9,1
438,2,8
438,5,3
438,7,1
438,9,1
439,5,4
439,2,11
440,5,4
440,2,8
440,9,2
441,5,4
441,2,7
441,9,3
442,5,4
442,2,6
442,7,1
442,9,2
442,0,1
443,5,4
443,2,9
443,9,2
444,5,3
444,2,9
444,9,1
445,5,3
445,2,8
445,7,1
446,2,12
446,5,3
446,7,1
446,0,1
447,5,3
447,2,6
447,7,1
448,5,4
448,2,7
448,7,1
449,5,3
449,2,10
449,9,1
450,2,11
450,5,3
451,2,9
451,5,3
451,9,1
452,2,9
452,5,3
452,7,1
452,9,1
453,2,11
453,5,4
453,7,1
453,9,1
454,2,8
454,5,4
454,7,1
454,9,1
455,2,12
455,5,4
455,7,1
455,9,1
456,2,17
456,5,3
456,9,1
457,2,9
457,5,4
457,7,1
457,9,2
458,2,12
458,5,2
458,9,1
459,2,9
459,5,4
459,9,2
460,2,11
460,5,4
460,7,1
461,2,10
461,5,1
461,7,1
461,9,1
462,2,11
462,5,1
462,7,1
462,9,2
463,2,10
463,5,2
463,7,1
463,9,2
464,2,11
464,5,2
464,7,1
464,9,1
465,2,7
465,9,2
465,5,1
466,2,10
466,5,1
466,9,1
466,7,1
467,2,11
467,9,2
467,5,1
468,2,10
468,5,1
468,9,1
469,2,14
469,7,1
469,9,1
470,2,10
470,9,1
470,7,1
470,5,1
471,2,8
471,7,1
471,9,1
472,2,6
472,9,3
473,2,8
473,9,2
473,5,1
474,2,5
474,9,3
475,2,4
475,9,2
476,2,6
476,9,3
476,5,1
477,2,4
477,9,1
477,5,1
478,2,8
478,9,2
478,5,2
479,2,8
479,9,2
479,5,1
479,7,1
480,2,5
480,9,1
481,2,8
481,9,2
481,5,1
481,7,1
482,2,8
482,5,1
482,9,1
482,7,1
483,2,6
483,9,2
483,7,1
483,5,2
484,2,7
484,9,2
484,5,2
485,2,13
485,9,2
485,7,1
486,2,9
486,7,1
486,9,1
486,5,1
487,2,10
487,5,2
487,7,1
487,9,1
488,2,8
488,5,1
488,9,1
489,2,11
489,9,1
489,5,2
489,7,2
490,2,10
490,7,2
490,9,1
490,5,2
491,2,7
491,7,1
492,2,8
492,7,2
492,5,1
492,9,1
492,3,1
493,2,8
493,7,1
493,9,1
493,5,1
494,2,10
494,7,2
494,5,2
494,9,1
495,2,8
495,9,1
495,7,1
496,2,8
496,9,1
496,7,2
497,2,5
497,7,1
497,9,1
498,2,8
498,7,1
498,9,1
498,5,1
499,2,12
499,7,1
499,9,1
499,5,1
500,2,8
500,5,1
500,9,2
501,2,11
501,5,1
501,9,2
502,2,10
502,5,1
502,9,3
502,7,1
503,2,9
503,9,2
503,0,1
504,5,1
504,2,9
504,9,2
505,5,1
505,2,9
505,9,1
506,5,1
506,2,10
506,9,2
507,5,2
507,2,7
507,9,2
508,5,1
508,9,1
508,2,7
508,0,1
509,2,9
509,9,1
509,0,1
509,5,1
510,2,7
510,9,1
510,5,1
511,2,7
511,9,1
511,5,2
512,2,9
512,5,2
512,9,1
513,2,7
513,9,1
513,7,1
513,5,1
514,2,8
514,9,1
514,5,1
515,2,8
515,9,1
515,5,1
516,2,9
516,9,1
516,5,1
517,2,10
517,9,1
518,2,11
518,9,1
519,2,9
519,5,1
519,9,1
520,2,8
520,9,1
520,5,1
521,2,9
521,9,1
522,2,10
522,9,1
522,5,2
523,2,9
523,9,1
524,2,9
524,9,1
524,5,1
525,2,8
525,9,1
525,5,1
526,2,10
526,9,1
526,5,3
527,2,12
527,9,1
527,5,3
528,2,10
528,9,1
528,5,3
529,2,8
529,9,1
529,5,2
530,2,7
530,9,1
530,5,3
531,2,6
531,9,1
531,5,2
532,2,8
532,9,1
532,5,2
533,2,6
533,9,1
533,5,2
534,2,6
534,9,1
534,5,3
535,2,8
535,9,1
535,5,3
536,2,8
536,9,1
536,5,2
536,0,1
537,9,1
537,2,9
537,5,2
538,2,8
538,9,1
538,5,2
539,2,8
539,9,1
539,5,3
540,2,9
540,9,1
540,5,3
541,2,8
541,5,3
541,9,1
541,0,1
542,2,9
542,5,3
542,9,1
543,2,7
543,5,3
543,9,1
544,2,8
544,5,3
544,9,1
545,2,7
545,5,3
545,9,1
546,2,8
546,5,4
546,9,1
547,2,8
547,5,3
547,9,1
548,5,3
548,2,8
548,9,1
549,5,4
549,2,8
549,9,1
550,5,3
550,2,7
550,9,1
551,2,7
551,5,4
551,9,1
552,5,3
552,2,9
552,9,1
553,2,6
553,5,4
553,9,1
554,2,8
554,5,4
554,9,1
555,2,9
555,5,4
555,9,1
556,2,8
556,5,4
557,2,8
557,5,3
558,2,7
558,5,3
559,2,6
559,5,3
560,2,8
560,5,3
561,5,4
561,2,6
562,5,3
562,2,5
563,5,3
563,2,6
564,5,3
564,2,8
565,5,3
565,2,6
566,2,7
566,5,3
567,2,9
567,5,3
568,2,11
568,5,3
569,2,8
569,5,3
570,2,7
570,5,3
571,2,9
571,5,3
572,2,9
572,5,3
573,2,10
573,5,4
573,9,1
574,2,9
574,5,2
574,9,1
575,2,9
575,5,3
575,9,1
576,2,7
576,5,4
576,9,1
577,2,7
577,5,3
578,2,8
578,5,3
578,9,1
579,2,8
579,5,3
579,9,1
579,0,1
580,2,7
580,5,3
580,9,1
581,2,9
581,5,3
581,9,1
582,2,8
582,5,2
583,2,7
583,5,3
584,5,3
584,2,8
585,2,5
585,5,4
585,9,1
586,2,9
586,5,2
587,2,7
587,5,2
588,2,7
588,5,2
589,2,6
589,5,1
590,2,6
590,5,1
591,2,7
591,5,1
592,2,8
592,5,1
593,2,6
593,5,2
594,2,6
594,5,1
595,2,8
595,5,3
596,2,5
597,2,8
597,5,1
598,2,5
598,5,1
599,2,8
600,2,6
600,9,1
601,2,5
602,2,6
602,9,1
602,5,1
603,2,7
603,9,1
604,2,6
604,5,1
605,2,6
606,2,5
607,2,6
608,2,9
608,9,1
609,2,5
609,9,1
610,2,6
611,2,3
612,2,5
613,2,5
614,2,4
615,2,6
616,2,7
616,0,1
616,7,1
617,2,2
617,7,1
617,5,1
618,2,3
618,5,1
619,2,4
619,5,1
620,5,2
620,2,3
620,7,1
620,3,1
621,5,2
621,2,2
622,5,1
622,2,2
622,9,1
623,2,5
623,5,1
623,9,1
624,5,1
624,2,5
624,9,1
625,5,1
625,2,5
625,7,1
625,9,1
626,5,1
626,2,2
627,5,1
627,2,3
628,5,1
628,2,6
629,5,1
629,9,1
629,2,3
629,0,1
630,5,1
630,2,3
631,5,2
631,2,2
632,5,3
632,2,1
633,5,2
633,2,5
634,5,2
634,2,5
635,5,1
635,2,1
636,5,2
636,2,5
636,0,1
637,5,1
637,2,4
637,7,1
638,5,2
638,2,7
638,7,1
639,5,1
639,7,1
639,2,5
640,5,2
640,2,6
640,7,1
641,5,2
641,2,4
641,7,1
642,5,2
642,7,1
642,2,6
643,5,2
643,2,6
643,7,1
644,5,2
644,2,7
644,7,1
644,9,1
645,5,2
645,2,8
646,2,6
646,5,1
646,7,1
647,2,6
647,9,1
648,9,1
648,2,5
648,7,1
649,9,1
649,2,5
649,5,1
650,2,2
650,9,1
651,2,5
652,2,5
653,2,6
653,9,1
654,2,2
654,9,1
654,7,1
655,7,2
655,2,3
656,7,1
656,2,1
657,2,6
657,9,1
658,2,4
658,9,1
659,2,7
659,7,1
659,5,1
660,2,2
661,5,2
661,2,7
662,2,4
662,5,1
662,9,1
662,7,1
663,7,2
663,2,6
664,5,2
664,2,3
664,9,1
664,7,1
665,5,2
665,2,3
665,9,1
665,7,1
666,5,2
666,2,2
666,9,1
666,7,1
667,2,5
667,7,1
667,5,2
667,9,1
668,7,1
668,2,2
668,5,1
669,2,1
669,7,1
669,9,1
670,2,4
670,7,1
670,5,1
670,9,1
671,2,4
671,9,1
672,2,6
672,7,1
672,9,1
672,5,1
673,2,10
673,5,2
673,9,1
674,2,7
674,9,1
675,2,5
675,5,1
675,9,1
676,2,7
676,5,3
676,9,1
677,2,4
677,5,1
678,2,6
678,9,1
678,5,1
679,2,10
679,5,1
679,9,1
680,5,2
680,2,6
680,9,1
681,2,5
681,5,3
681,9,1
682,2,6
682,9,1
682,5,1
683,2,6
683,9,1
683,5,2
684,2,7
684,9,1
684,5,1
685,5,2
685,2,4
685,9,2
686,9,1
686,2,5
686,5,1
687,9,1
687,5,1
687,2,2
688,9,1
688,5,2
688,2,2
689,2,4
689,9,1
689,5,1
690,2,2
690,5,1
690,9,1
691,2,7
691,5,2
691,9,1
692,5,2
692,2,6
692,9,1
693,5,2
693,2,7
693,9,1
694,2,5
694,5,2
694,9,1
695,2,5
695,5,1
695,9,1
696,2,5
696,5,2
696,9,1
697,2,8
697,9,1
698,2,6
698,9,1
698,5,1
699,5,2
699,2,8
699,9,1
700,5,2
700,2,6
700,9,1
701,5,1
701,2,4
701,9,1
702,5,3
702,2,7
702,9,1
703,5,2
703,2,8
703,9,1
703,7,1
704,2,9
704,9,1
704,5,1
705,2,10
705,5,1
705,9,1
706,2,7
706,9,1
707,2,9
707,9,1
708,2,10
708,9,1
709,2,10
709,9,1
709,0,1
709,7,1
710,2,12
710,9,1
710,0,1
711,2,11
711,7,1
711,9,1
711,0,1
712,2,10
712,7,1
712,9,1
712,0,1
713,2,9
713,5,1
713,9,1
713,7,1
714,2,7
714,9,1
714,7,1
714,5,1
715,2,12
715,9,1
715,7,1
715,5,1
716,2,6
716,7,1
716,9,1
717,2,8
717,9,1
717,7,1
717,5,1
718,2,10
718,9,1
718,7,1
719,2,8
719,9,1
719,7,1
720,2,7
720,9,1
720,7,1
720,0,1
721,2,7
721,9,1
721,7,1
722,2,7
722,7,1
722,9,1
722,5,1
723,2,4
723,9,1
723,7,2
724,2,8
724,9,1
724,0,1
725,2,8
725,9,1
725,0,2
725,7,1
726,2,13
726,9,1
727,2,9
727,7,1
727,9,1
728,2,11
728,9,1
728,7,1
729,2,11
729,9,1
730,2,10
730,9,1
730,0,1
731,2,8
731,9,1
731,0,1
731,7,1
732,2,6
732,9,1
733,2,10
733,9,1
734,2,10
734,9,1
735,2,8
735,0,1
735,9,1
736,2,10
736,0,1
736,9,1
737,2,11
737,0,2
738,2,11
738,0,2
738,7,1
739,2,14
739,0,1
739,7,1
740,2,12
740,9,1
740,7,1
741,2,13
741,5,1
741,7,1
742,2,13
742,5,1
743,2,15
743,5,1
743,0,1
744,5,1
744,2,8
744,9,1
744,0,1
745,5,1
745,2,9
745,0,1
745,9,1
746,2,8
746,5,1
746,7,1
746,9,1
747,2,7
747,7,1
747,5,2
747,9,1
748,2,5
748,5,1
748,9,1
749,2,6
749,9,1
749,5,1
749,0,1
749,7,1
750,2,5
750,5,1
750,9,1
750,7,1
751,2,7
751,7,1
751,9,1
751,5,1
751,0,1
752,2,8
752,5,1
752,7,1
753,2,9
753,7,1
754,7,1
754,2,5
754,0,1
755,2,6
755,9,1
755,5,1
756,2,7
756,5,2
756,7,1
756,9,1
757,2,7
757,5,1
757,7,2
758,2,7
758,5,1
758,9,1
758,7,2
759,2,8
759,7,2
759,9,1
760,2,14
760,7,1
760,5,2
760,0,1
761,2,8
761,5,1
761,9,1
762,2,7
762,5,1
762,9,2
763,2,11
763,5,1
763,9,1
764,2,5
764,9,1
764,7,1
765,2,5
765,9,1
765,0,1
765,5,2
766,9,1
766,2,8
766,7,2
766,0,1
767,2,5
767,9,1
767,7,1
768,2,7
768,9,1
769,2,5
769,5,1
769,9,1
770,2,7
770,9,1
770,5,1
771,2,4
771,5,1
771,9,1
772,2,3
772,9,1
773,2,4
773,5,1
773,9,1
773,7,1
773,0,1
774,5,1
774,2,4
774,9,1
774,7,1
775,2,4
775,5,1
775,9,1
776,5,1
776,2,8
776,9,1
777,2,6
777,9,1
777,7,1
777,3,1
778,2,4
778,9,1
778,5,1
779,2,5
779,9,1
780,2,8
780,9,1
781,2,9
781,9,1
782,2,11
782,9,1
782,0,1
783,2,9
783,9,1
783,0,1
784,2,12
784,9,1
784,0,1
784,7,1
785,2,9
785,9,1
785,0,1
785,5,1
786,2,8
786,9,1
787,2,7
787,9,1
788,2,4
788,9,1
789,2,7
789,9,1
789,7,1
790,2,6
790,9,1
790,5,1
791,5,2
791,2,8
791,9,1
792,5,2
792,2,6
792,9,1
793,5,1
793,9,1
793,2,8
793,7,1
794,5,2
794,2,5
794,9,1
795,5,3
795,9,1
795,2,5
796,5,3
796,9,1
796,2,3
797,5,2
797,9,1
797,2,6
798,5,2
798,9,1
798,2,7
799,5,2
799,2,4
799,9,1
800,5,3
800,9,1
800,2,4
801,5,3
801,2,3
801,9,1
802,5,2
802,2,2
802,9,1
803,5,4
803,2,2
804,5,4
804,2,3
804,9,1
805,5,4
805,2,3
805,9,1
806,5,4
806,2,5
806,9,1
806,7,1
807,5,4
807,2,4
807,9,1
808,5,4
808,9,1
808,2,3
809,5,3
809,2,7
809,9,1
809,7,1
810,5,4
810,2,6
810,9,1
811,5,3
811,9,1
811,2,5
812,5,3
812,2,7
812,9,1
812,7,1
813,5,3
813,2,7
813,9,1
814,5,3
814,2,8
814,7,1
814,9,1
815,5,3
815,2,5
815,9,1
816,5,4
816,2,7
816,9,1
817,5,5
817,2,7
817,9,1
818,5,5
818,2,7
818,9,1
819,5,5
819,9,1
819,2,6
820,5,4
820,9,1
820,2,3
821,5,4
821,9,1
821,2,5
822,5,4
822,2,6
822,9,1
823,5,3
823,2,6
823,9,1
823,7,2
824,5,4
824,2,7
824,9,1
825,5,4
825,2,8
825,9,1
826,5,4
826,2,8
827,5,4
827,2,7
827,9,1
828,5,4
828,2,7
828,9,1
829,5,4
829,2,8
830,5,4
830,2,8
831,5,4
831,2,7
832,5,4
832,2,8
833,5,4
833,2,8
834,5,5
834,2,8
835,5,6
835,2,9
835,9,1
836,5,5
836,2,8
837,5,4
837,2,7
837,7,1
838,5,4
838,2,10
