5,31.1,10463.1640625,2,347.50390625
10,5.6,10465.5078125,2,347.50390625
15,29.6,10466.109375,16,347.50390625
20,5.9,10460.5078125,16,347.50390625
25,9.6,10461.046875,15,347.50390625
30,4.3,10441.94921875,15,347.50390625
35,13.6,10433.0234375,15,347.50390625
40,8.9,10454.22265625,16,347.50390625
45,13.5,10452.76953125,16,347.50390625
50,6.4,10446.45703125,16,347.50390625
55,20.0,10444.859375,29,347.50390625
60,13.2,10419.109375,29,347.50390625
65,3.8,10435.15625,30,347.50390625
70,4.1,10435.7890625,30,347.50390625
75,8.2,10436.41796875,30,347.50390625
80,9.1,10432.57421875,25,347.50390625
85,9.1,10422.7421875,25,347.50390625
90,4.5,10422.359375,39,347.50390625
95,12.1,10422.57421875,39,347.50390625
100,24.1,10425.17578125,39,347.50390625
105,11.1,10427.69921875,26,347.50390625
110,17.0,10425.98828125,26,347.50390625
115,2.0,10420.73046875,33,347.50390625
120,7.7,10417.62109375,33,347.50390625
125,17.4,10421.83203125,33,347.50390625
130,11.8,10417.37890625,37,347.50390625
135,15.4,10410.8203125,37,347.50390625
140,11.1,10410.796875,27,347.50390625
145,5.6,10407.73046875,27,347.50390625
150,21.7,10391.0625,27,347.50390625
155,0.0,10404.390625,39,347.50390625
160,5.2,10406.734375,39,347.50390625
165,4.8,10406.7578125,21,347.50390625
170,16.7,10403.61328125,21,347.50390625
175,21.3,10378.92578125,21,347.50390625
180,15.4,10402.24609375,35,347.50390625
185,24.4,10398.53125,35,347.50390625
190,13.5,10400.9609375,31,347.50390625
195,24.0,10400.4140625,31,347.50390625
200,14.5,10365.28125,31,347.50390625
205,7.8,10390.48828125,40,347.50390625
210,3.9,10387.609375,40,347.50390625
215,7.3,10384.59765625,18,347.50390625
220,0.0,10381.21875,18,347.50390625
225,6.1,10382.484375,18,347.50390625
230,10.0,10385.015625,34,347.50390625
235,4.1,10380.37109375,34,347.50390625
240,0.0,10372.6484375,23,347.50390625
245,9.6,10378.6796875,23,347.50390625
250,8.7,10377.890625,23,347.50390625
255,7.4,10364.53515625,45,347.50390625
260,11.8,10360.9296875,45,347.50390625
265,4.0,10325.26953125,21,347.50390625
270,11.3,10350.7265625,21,347.50390625
275,0.0,10351.5625,21,347.50390625
280,0.0,10328.6796875,20,347.50390625
285,3.9,10345.8671875,20,347.50390625
290,4.2,10348.546875,41,347.50390625
295,1.8,10341.921875,41,347.50390625
300,7.0,10342.87890625,41,347.50390625
305,3.9,10344.6328125,20,347.50390625
310,10.3,10335.91796875,20,347.50390625
315,3.6,10334.74609375,20,347.50390625
320,3.6,10315.12109375,26,347.50390625
325,24.0,10337.56640625,26,347.50390625
330,16.7,10335.97265625,44,347.50390625
335,16.7,10340.765625,44,347.50390625
340,16.7,10337.546875,44,347.50390625
345,14.9,10339.99609375,20,347.50390625
350,22.6,10338.5,20,347.50390625
355,5.7,10331.5,20,347.50390625
360,5.7,10301.61328125,30,347.50390625
365,25.0,10337.6484375,30,347.50390625
370,17.6,10292.5390625,30,347.50390625
375,7.8,10296.921875,40,347.50390625
380,8.2,10284.44921875,40,347.50390625
385,7.7,10283.72265625,29,347.50390625
390,8.3,10273.36328125,29,347.50390625
395,8.2,10256.65625,29,347.50390625
400,3.9,10261.734375,19,347.50390625
405,3.6,10257.4765625,19,347.50390625
410,6.8,10256.8203125,19,347.50390625
415,7.4,10220.19921875,32,347.50390625
420,8.0,10246.53125,32,347.50390625
425,12.2,10246.8359375,33,347.50390625
430,10.9,10247.23828125,33,347.50390625
435,3.6,10246.4609375,33,347.50390625
440,10.6,10211.73046875,39,347.50390625
445,18.9,10246.609375,39,347.50390625
450,6.1,10245.78515625,21,347.50390625
455,11.8,10241.54296875,21,347.50390625
460,0.0,10242.8828125,21,347.50390625
465,3.8,10242.25390625,46,347.50390625
470,10.9,10233.4609375,46,347.50390625
475,26.4,10255.07421875,16,347.50390625
480,28.0,10242.7421875,16,347.50390625
485,38.3,10304.65234375,16,347.50390625
490,47.8,10320.28125,30,347.50390625
495,41.5,10326.47265625,30,347.50390625
500,48.9,10366.8046875,15,347.50390625
505,41.5,10403.3359375,15,347.50390625
510,27.1,10398.84765625,39,347.50390625
515,9.8,10263.3125,39,347.50390625
520,6.1,10306.265625,39,347.50390625
525,13.7,10306.32421875,30,347.50390625
530,6.2,10305.109375,30,347.50390625
535,0.0,10304.96484375,29,347.50390625
540,3.8,10270.328125,29,347.50390625
545,6.1,10300.8984375,29,347.50390625
550,11.5,10307.17578125,50,347.50390625
555,10.4,10292.99609375,50,347.50390625
560,7.4,10301.625,21,347.50390625
565,2.3,10301.796875,21,347.50390625
570,37.8,10330.94140625,21,347.50390625
575,45.7,10362.65625,29,347.50390625
580,46.8,10361.45703125,29,347.50390625
585,47.1,10365.16796875,14,347.50390625
590,40.0,10337.21875,14,347.50390625
595,42.2,10366.3046875,14,347.50390625
600,32.1,10402.4609375,49,347.50390625
605,35.3,10684.1875,49,347.50390625
610,36.0,10374.0859375,21,347.50390625
615,26.5,10372.70703125,21,347.50390625
620,35.3,10383.79296875,21,347.50390625
625,35.8,10384.515625,30,347.50390625
630,34.9,10384.82421875,30,347.50390625
635,48.0,10385.359375,30,347.50390625
640,50.0,10384.99609375,41,347.50390625
645,44.4,10358.5078125,41,347.50390625
650,66.7,10383.21875,40,347.50390625
655,84.0,10380.62890625,40,347.50390625
660,34.0,10377.0078125,40,347.50390625
665,27.7,10372.0078125,38,347.50390625
670,24.4,10381.984375,38,347.50390625
675,26.2,10368.6875,38,347.50390625
680,16.3,10389.7265625,20,347.50390625
685,22.9,10374.0390625,20,347.50390625
