1,3.62
2,4.28
3,5.23
4,6.11
5,6.86
6,7.58
7,8.05
8,8.50
9,8.99
10,9.43
11,9.83
12,10.16
13,10.48
14,10.82
15,11.11
16,11.33
17,11.50
18,11.61
19,11.78
20,11.94
21,12.14
22,12.28
23,12.46
24,12.65
25,12.84
26,12.96
27,13.12
28,13.25
29,13.41
30,13.56
31,13.69
32,13.80
33,13.93
34,14.06
35,14.12
36,14.22
37,14.31
38,14.38
39,14.45
40,14.54
41,14.62
42,14.72
43,14.82
44,14.94
45,15.03
46,15.12
47,15.19
48,15.27
49,15.36
50,15.45
51,15.52
52,15.60
53,15.68
54,15.75
55,15.81
56,15.85
57,15.91
58,15.95
59,16.01
60,16.07
61,16.11
62,16.16
63,16.20
64,16.24
65,16.28
66,16.31
67,16.35
68,16.39
69,16.43
70,16.46
71,16.50
72,16.53
73,16.57
74,16.60
75,16.63
76,16.66
77,16.69
78,16.73
79,16.75
80,16.79
81,16.78
82,16.80
83,16.82
84,16.82
85,16.83
86,16.84
87,16.86
88,16.89
89,16.91
90,16.92
91,16.93
92,16.96
93,16.97
94,16.99
95,17.00
96,17.02
97,17.05
98,17.06
99,17.06
100,17.07
101,17.09
102,17.10
103,17.11
104,17.12
105,17.15
106,17.16
107,17.17
108,17.19
109,17.19
110,17.20
111,17.22
112,17.23
113,17.25
114,17.26
115,17.28
116,17.29
117,17.31
118,17.29
119,17.30
120,17.31
121,17.33
122,17.32
123,17.32
124,17.34
125,17.36
126,17.37
127,17.38
128,17.39
129,17.40
130,17.41
131,17.43
132,17.44
133,17.45
134,17.47
135,17.48
136,17.49
137,17.47
138,17.46
139,17.47
140,17.46
141,17.47
142,17.48
143,17.49
144,17.50
145,17.51
146,17.52
147,17.53
148,17.54
149,17.54
150,17.54
151,17.55
152,17.56
153,17.56
154,17.57
155,17.57
156,17.56
157,17.56
158,17.56
159,17.55
160,17.54
161,17.55
162,17.56
163,17.57
164,17.57
165,17.58
166,17.59
167,17.59
168,17.60
169,17.61
170,17.61
171,17.62
172,17.63
173,17.63
174,17.61
175,17.61
176,17.61
177,17.60
178,17.60
179,17.60
180,17.60
181,17.60
182,17.60
183,17.61
184,17.60
185,17.59
186,17.60
187,17.60
188,17.61
189,17.61
190,17.61
191,17.60
192,17.59
193,17.58
194,17.58
195,17.58
196,17.57
197,17.58
198,17.58
199,17.59
200,17.59
201,17.59
202,17.60
203,17.60
204,17.60
205,17.60
206,17.60
207,17.60
208,17.60
209,17.60
210,17.59
211,17.59
212,17.59
213,17.58
214,17.58
215,17.59
216,17.59
217,17.59
218,17.59
219,17.59
220,17.60
221,17.59
222,17.59
223,17.59
224,17.59
225,17.58
226,17.58
227,17.57
228,17.56
229,17.56
230,17.56
231,17.56
232,17.56
233,17.56
234,17.56
235,17.57
236,17.57
237,17.56
238,17.56
239,17.56
240,17.56
241,17.56
242,17.56
243,17.56
244,17.55
245,17.55
246,17.55
247,17.55
248,17.55
249,17.54
250,17.54
251,17.54
252,17.54
253,17.54
254,17.54
255,17.55
256,17.55
257,17.55
258,17.55
259,17.55
260,17.55
261,17.55
262,17.55
263,17.55
264,17.54
265,17.54
266,17.55
267,17.55
268,17.55
269,17.56
270,17.56
271,17.56
272,17.56
273,17.56
274,17.56
275,17.56
276,17.56
277,17.56
278,17.56
279,17.56
280,17.55
281,17.55
282,17.55
283,17.54
284,17.54
285,17.54
286,17.55
287,17.55
288,17.55
289,17.55
290,17.55
291,17.55
292,17.55
293,17.54
294,17.54
295,17.54
296,17.54
297,17.53
298,17.53
299,17.53
300,17.52
301,17.52
302,17.52
303,17.52
304,17.52
305,17.52
306,17.52
307,17.52
308,17.52
309,17.52
310,17.52
311,17.52
312,17.52
313,17.52
314,17.52
315,17.52
316,17.51
317,17.51
318,17.52
319,17.52
320,17.53
321,17.53
322,17.53
323,17.53
324,17.53
325,17.54
326,17.54
327,17.54
328,17.54
329,17.55
330,17.55
331,17.55
332,17.55
333,17.55
334,17.55
335,17.56
336,17.56
337,17.56
338,17.56
339,17.57
340,17.57
341,17.58
342,17.58
343,17.59
344,17.59
345,17.60
346,17.60
347,17.60
348,17.61
349,17.61
350,17.61
351,17.61
352,17.61
353,17.61
354,17.61
355,17.61
356,17.62
357,17.62
358,17.63
359,17.63
360,17.63
361,17.63
362,17.64
363,17.64
364,17.64
365,17.64
366,17.65
367,17.65
368,17.66
369,17.66
370,17.66
371,17.66
372,17.66
373,17.67
374,17.67
375,17.67
376,17.67
377,17.68
378,17.68
379,17.68
380,17.69
381,17.69
382,17.70
383,17.70
384,17.71
385,17.71
386,17.72
387,17.72
388,17.72
389,17.72
390,17.72
391,17.72
392,17.71
393,17.71
394,17.71
395,17.71
396,17.72
397,17.72
398,17.72
399,17.72
400,17.72
401,17.72
402,17.72
403,17.72
404,17.73
405,17.73
406,17.73
407,17.73
408,17.72
409,17.73
410,17.73
411,17.73
412,17.73
413,17.73
414,17.73
415,17.73
416,17.73
417,17.73
418,17.73
419,17.73
420,17.73
421,17.73
422,17.74
423,17.74
424,17.74
425,17.74
426,17.73
427,17.73
428,17.73
429,17.73
430,17.73
431,17.73
432,17.73
433,17.72
434,17.72
435,17.72
436,17.72
437,17.72
438,17.72
439,17.72
440,17.72
441,17.72
442,17.72
443,17.71
444,17.71
445,17.71
446,17.71
447,17.71
448,17.71
449,17.71
450,17.71
451,17.71
452,17.71
453,17.71
454,17.71
455,17.71
456,17.71
457,17.71
458,17.71
459,17.71
460,17.70
461,17.69
462,17.69
463,17.69
464,17.69
465,17.69
466,17.69
467,17.69
468,17.69
469,17.69
470,17.69
471,17.69
472,17.69
473,17.67
474,17.67
475,17.67
476,17.68
477,17.68
478,17.68
479,17.67
480,17.67
481,17.67
482,17.67
483,17.66
484,17.66
485,17.66
486,17.66
487,17.66
488,17.65
489,17.65
490,17.65
491,17.65
492,17.65
493,17.65
494,17.65
495,17.64
496,17.63
497,17.63
498,17.64
499,17.63
500,17.63
501,17.63
502,17.63
503,17.62
504,17.62
505,17.62
506,17.62
507,17.62
508,17.61
509,17.61
510,17.60
511,17.59
512,17.58
513,17.58
514,17.58
515,17.58
516,17.58
517,17.58
518,17.59
519,17.59
520,17.59
521,17.59
522,17.59
523,17.59
524,17.59
525,17.59
526,17.59
527,17.59
528,17.59
529,17.59
530,17.58
531,17.58
532,17.59
533,17.59
534,17.59
535,17.59
536,17.59
537,17.59
538,17.59
539,17.59
540,17.59
541,17.59
542,17.60
543,17.59
544,17.60
545,17.60
546,17.60
547,17.60
548,17.59
549,17.60
550,17.60
551,17.60
552,17.60
553,17.59
554,17.59
555,17.59
556,17.59
557,17.59
558,17.59
559,17.59
560,17.59
561,17.60
562,17.60
563,17.60
564,17.60
565,17.60
566,17.60
567,17.60
568,17.60
569,17.60
570,17.60
571,17.60
572,17.60
573,17.60
574,17.60
575,17.60
576,17.61
577,17.60
578,17.60
579,17.60
580,17.61
581,17.61
582,17.61
583,17.61
584,17.61
585,17.61
586,17.61
587,17.61
588,17.61
589,17.62
590,17.62
591,17.62
592,17.62
593,17.63
594,17.63
595,17.63
596,17.63
597,17.64
598,17.64
599,17.64
600,17.64
601,17.64
602,17.65
603,17.64
604,17.65
605,17.65
606,17.65
607,17.66
608,17.66
609,17.66
610,17.66
611,17.66
612,17.67
613,17.67
614,17.67
615,17.68
616,17.68
